Geography 2,geo_code,North American Industry Classification System (NAICS) 4,Reference period,avg_hr_wage
Manitoba,46,"Business, building and other support services 8",2015,17
Manitoba,46,Educational services,1997,18.45
Manitoba,46,Educational services,1998,18.66
Manitoba,46,Educational services,1999,19.19
Manitoba,46,Educational services,2000,19.18
Manitoba,46,Educational services,2001,20.64
Manitoba,46,Educational services,2002,19.99
Manitoba,46,Educational services,2003,20.93
Manitoba,46,Educational services,2004,20.82
Manitoba,46,Educational services,2005,21.91
Manitoba,46,Educational services,2006,22.63
Manitoba,46,Educational services,2007,23.32
Manitoba,46,Educational services,2008,24.66
Manitoba,46,Educational services,2009,25.85
Manitoba,46,Educational services,2010,25.84
Manitoba,46,Educational services,2011,26.91
Manitoba,46,Educational services,2012,26.96
Manitoba,46,Educational services,2013,27.99
Manitoba,46,Educational services,2014,27.91
Manitoba,46,Educational services,2015,29.02
Manitoba,46,Health care and social assistance,1997,14.32
Manitoba,46,Health care and social assistance,1998,14.38
Manitoba,46,Health care and social assistance,1999,14.53
Manitoba,46,Health care and social assistance,2000,15.36
Manitoba,46,Health care and social assistance,2001,15.59
Manitoba,46,Health care and social assistance,2002,16.05
Manitoba,46,Health care and social assistance,2003,16.72
Manitoba,46,Health care and social assistance,2004,17.68
Manitoba,46,Health care and social assistance,2005,18.15
Manitoba,46,Health care and social assistance,2006,18.88
Manitoba,46,Health care and social assistance,2007,19.49
Manitoba,46,Health care and social assistance,2008,20.69
Manitoba,46,Health care and social assistance,2009,21.19
Manitoba,46,Health care and social assistance,2010,22.05
Manitoba,46,Health care and social assistance,2011,22.37
Manitoba,46,Health care and social assistance,2012,22.63
Manitoba,46,Health care and social assistance,2013,22.87
Manitoba,46,Health care and social assistance,2014,23.34
Manitoba,46,Health care and social assistance,2015,24.21
Manitoba,46,"Information, culture and recreation",1997,14.14
Manitoba,46,"Information, culture and recreation",1998,14.67
Manitoba,46,"Information, culture and recreation",1999,14.3
Manitoba,46,"Information, culture and recreation",2000,14.77
Manitoba,46,"Information, culture and recreation",2001,15.09
Manitoba,46,"Information, culture and recreation",2002,15.67
Manitoba,46,"Information, culture and recreation",2003,16.7
Manitoba,46,"Information, culture and recreation",2004,17.43
Manitoba,46,"Information, culture and recreation",2005,17.3
Manitoba,46,"Information, culture and recreation",2006,17.24
Manitoba,46,"Information, culture and recreation",2007,18.5
Manitoba,46,"Information, culture and recreation",2008,19.5
Manitoba,46,"Information, culture and recreation",2009,18.62
Manitoba,46,"Information, culture and recreation",2010,20.17
Manitoba,46,"Information, culture and recreation",2011,20.45
Manitoba,46,"Information, culture and recreation",2012,21.6
Manitoba,46,"Information, culture and recreation",2013,22.11
Manitoba,46,"Information, culture and recreation",2014,21.51
Manitoba,46,"Information, culture and recreation",2015,22
Manitoba,46,Accommodation and food services,1997,7.41
Manitoba,46,Accommodation and food services,1998,7.73
Manitoba,46,Accommodation and food services,1999,7.71
Manitoba,46,Accommodation and food services,2000,8.05
Manitoba,46,Accommodation and food services,2001,8.31
Manitoba,46,Accommodation and food services,2002,8.64
Manitoba,46,Accommodation and food services,2003,8.79
Manitoba,46,Accommodation and food services,2004,9.22
Manitoba,46,Accommodation and food services,2005,9.63
Manitoba,46,Accommodation and food services,2006,10.11
Manitoba,46,Accommodation and food services,2007,10.35
Manitoba,46,Accommodation and food services,2008,10.82
Manitoba,46,Accommodation and food services,2009,11.42
Manitoba,46,Accommodation and food services,2010,11.79
Manitoba,46,Accommodation and food services,2011,12.1
Manitoba,46,Accommodation and food services,2012,12.67
Manitoba,46,Accommodation and food services,2013,12.66
Manitoba,46,Accommodation and food services,2014,13.09
Manitoba,46,Accommodation and food services,2015,13.48
Manitoba,46,Other services (except public administration),1997,11.82
Manitoba,46,Other services (except public administration),1998,11.88
Manitoba,46,Other services (except public administration),1999,12.75
Manitoba,46,Other services (except public administration),2000,12.73
Manitoba,46,Other services (except public administration),2001,13.16
Manitoba,46,Other services (except public administration),2002,13.18
Manitoba,46,Other services (except public administration),2003,14.02
Manitoba,46,Other services (except public administration),2004,15.28
Manitoba,46,Other services (except public administration),2005,15.07
Manitoba,46,Other services (except public administration),2006,15.7
Manitoba,46,Other services (except public administration),2007,15.68
Manitoba,46,Other services (except public administration),2008,16.9
Manitoba,46,Other services (except public administration),2009,17.22
Manitoba,46,Other services (except public administration),2010,18.16
Manitoba,46,Other services (except public administration),2011,18.44
Manitoba,46,Other services (except public administration),2012,18.52
Manitoba,46,Other services (except public administration),2013,19.17
Manitoba,46,Other services (except public administration),2014,19.66
Manitoba,46,Other services (except public administration),2015,20.41
Manitoba,46,Public administration,1997,17.55
Manitoba,46,Public administration,1998,18.18
Manitoba,46,Public administration,1999,19.42
Manitoba,46,Public administration,2000,20.26
Manitoba,46,Public administration,2001,20.79
Manitoba,46,Public administration,2002,21.1
Manitoba,46,Public administration,2003,21.86
Manitoba,46,Public administration,2004,22.94
Manitoba,46,Public administration,2005,23.87
Manitoba,46,Public administration,2006,24.07
Manitoba,46,Public administration,2007,25.16
Manitoba,46,Public administration,2008,25.51
Manitoba,46,Public administration,2009,26.73
Manitoba,46,Public administration,2010,26.95
Manitoba,46,Public administration,2011,26.96
Manitoba,46,Public administration,2012,27.04
Manitoba,46,Public administration,2013,29.26
Manitoba,46,Public administration,2014,29.91
Manitoba,46,Public administration,2015,30.78
Saskatchewan,47,Agriculture 5,1997,9.54
Saskatchewan,47,Agriculture 5,1998,9.57
Saskatchewan,47,Agriculture 5,1999,9.58
Saskatchewan,47,Agriculture 5,2000,9.79
Saskatchewan,47,Agriculture 5,2001,10.43
Saskatchewan,47,Agriculture 5,2002,11.44
Saskatchewan,47,Agriculture 5,2003,11.07
Saskatchewan,47,Agriculture 5,2004,12.98
Saskatchewan,47,Agriculture 5,2005,12.79
Saskatchewan,47,Agriculture 5,2006,12.8
Saskatchewan,47,Agriculture 5,2007,13.62
Saskatchewan,47,Agriculture 5,2008,15.94
Saskatchewan,47,Agriculture 5,2009,16.24
Saskatchewan,47,Agriculture 5,2010,16.67
Saskatchewan,47,Agriculture 5,2011,17.38
Saskatchewan,47,Agriculture 5,2012,17.22
Saskatchewan,47,Agriculture 5,2013,17.49
Saskatchewan,47,Agriculture 5,2014,19.26
Saskatchewan,47,Agriculture 5,2015,19.18
Saskatchewan,47,"Forestry, fishing, mining, quarrying, oil and gas 6 7",1997,17.81
Saskatchewan,47,"Forestry, fishing, mining, quarrying, oil and gas 6 7",1998,18.49
Saskatchewan,47,"Forestry, fishing, mining, quarrying, oil and gas 6 7",1999,19.8
Saskatchewan,47,"Forestry, fishing, mining, quarrying, oil and gas 6 7",2000,20.18
Saskatchewan,47,"Forestry, fishing, mining, quarrying, oil and gas 6 7",2001,21.39
Saskatchewan,47,"Forestry, fishing, mining, quarrying, oil and gas 6 7",2002,21.45
Saskatchewan,47,"Forestry, fishing, mining, quarrying, oil and gas 6 7",2003,22.31
Saskatchewan,47,"Forestry, fishing, mining, quarrying, oil and gas 6 7",2004,22.43
Saskatchewan,47,"Forestry, fishing, mining, quarrying, oil and gas 6 7",2005,23.32
Saskatchewan,47,"Forestry, fishing, mining, quarrying, oil and gas 6 7",2006,24
Saskatchewan,47,"Forestry, fishing, mining, quarrying, oil and gas 6 7",2007,26.56
Saskatchewan,47,"Forestry, fishing, mining, quarrying, oil and gas 6 7",2008,27.07
Saskatchewan,47,"Forestry, fishing, mining, quarrying, oil and gas 6 7",2009,29.63
Saskatchewan,47,"Forestry, fishing, mining, quarrying, oil and gas 6 7",2010,30.5
Saskatchewan,47,"Forestry, fishing, mining, quarrying, oil and gas 6 7",2011,30.67
Saskatchewan,47,"Forestry, fishing, mining, quarrying, oil and gas 6 7",2012,32.2
Saskatchewan,47,"Forestry, fishing, mining, quarrying, oil and gas 6 7",2013,34.27
Saskatchewan,47,"Forestry, fishing, mining, quarrying, oil and gas 6 7",2014,34.86
Saskatchewan,47,"Forestry, fishing, mining, quarrying, oil and gas 6 7",2015,37.02
Saskatchewan,47,Construction,1997,13.76
Saskatchewan,47,Construction,1998,13.59
Saskatchewan,47,Construction,1999,14.4
Saskatchewan,47,Construction,2000,15.43
Saskatchewan,47,Construction,2001,15.62
Saskatchewan,47,Construction,2002,15.87
Saskatchewan,47,Construction,2003,16.11
Saskatchewan,47,Construction,2004,16.55
Saskatchewan,47,Construction,2005,16.61
Saskatchewan,47,Construction,2006,17.59
Saskatchewan,47,Construction,2007,18.76
Saskatchewan,47,Construction,2008,20.43
Saskatchewan,47,Construction,2009,22.09
Saskatchewan,47,Construction,2010,23.03
Saskatchewan,47,Construction,2011,23.9
Saskatchewan,47,Construction,2012,25.73
Saskatchewan,47,Construction,2013,25.63
Saskatchewan,47,Construction,2014,27.03
Saskatchewan,47,Construction,2015,27.88
Saskatchewan,47,Manufacturing,1997,14.43
Saskatchewan,47,Manufacturing,1998,14.78
Saskatchewan,47,Manufacturing,1999,15.45
Saskatchewan,47,Manufacturing,2000,16.29
Saskatchewan,47,Manufacturing,2001,16.32
Saskatchewan,47,Manufacturing,2002,17.05
Saskatchewan,47,Manufacturing,2003,17.55
Saskatchewan,47,Manufacturing,2004,17.61
Saskatchewan,47,Manufacturing,2005,18.03
Saskatchewan,47,Manufacturing,2006,18.78
Saskatchewan,47,Manufacturing,2007,18.96
Saskatchewan,47,Manufacturing,2008,21.4
Saskatchewan,47,Manufacturing,2009,23.04
Saskatchewan,47,Manufacturing,2010,22.94
Saskatchewan,47,Manufacturing,2011,23.52
Saskatchewan,47,Manufacturing,2012,25.38
Saskatchewan,47,Manufacturing,2013,25.56
Saskatchewan,47,Manufacturing,2014,26.09
Saskatchewan,47,Manufacturing,2015,26.32
Saskatchewan,47,Wholesale and retail trade,1997,10.65
Saskatchewan,47,Wholesale and retail trade,1998,10.87
Saskatchewan,47,Wholesale and retail trade,1999,11.17
Saskatchewan,47,Wholesale and retail trade,2000,11.51
Saskatchewan,47,Wholesale and retail trade,2001,11.97
Saskatchewan,47,Wholesale and retail trade,2002,12.42
Saskatchewan,47,Wholesale and retail trade,2003,12.78
Saskatchewan,47,Wholesale and retail trade,2004,13.2
Saskatchewan,47,Wholesale and retail trade,2005,13.05
Saskatchewan,47,Wholesale and retail trade,2006,13.86
Saskatchewan,47,Wholesale and retail trade,2007,14.33
Saskatchewan,47,Wholesale and retail trade,2008,15.65
Saskatchewan,47,Wholesale and retail trade,2009,16.5
Saskatchewan,47,Wholesale and retail trade,2010,16.77
Saskatchewan,47,Wholesale and retail trade,2011,18.04
Saskatchewan,47,Wholesale and retail trade,2012,18.34
Saskatchewan,47,Wholesale and retail trade,2013,19.15
Saskatchewan,47,Wholesale and retail trade,2014,19.58
Saskatchewan,47,Wholesale and retail trade,2015,20.1
Saskatchewan,47,Transportation and warehousing,1997,14.79
Saskatchewan,47,Transportation and warehousing,1998,15.1
Saskatchewan,47,Transportation and warehousing,1999,15.89
Saskatchewan,47,Transportation and warehousing,2000,16.32
Saskatchewan,47,Transportation and warehousing,2001,16.4
Saskatchewan,47,Transportation and warehousing,2002,16.95
Saskatchewan,47,Transportation and warehousing,2003,17.36
Saskatchewan,47,Transportation and warehousing,2004,17.27
Saskatchewan,47,Transportation and warehousing,2005,17.73
Saskatchewan,47,Transportation and warehousing,2006,18.73
Saskatchewan,47,Transportation and warehousing,2007,19.69
Saskatchewan,47,Transportation and warehousing,2008,20.48
Saskatchewan,47,Transportation and warehousing,2009,21.96
Saskatchewan,47,Transportation and warehousing,2010,22.61
Saskatchewan,47,Transportation and warehousing,2011,22.99
Saskatchewan,47,Transportation and warehousing,2012,22.86
Saskatchewan,47,Transportation and warehousing,2013,24.74
Saskatchewan,47,Transportation and warehousing,2014,24.74
Saskatchewan,47,Transportation and warehousing,2015,25
Saskatchewan,47,"Finance, insurance, real estate, rental and leasing",1997,14.61
Saskatchewan,47,"Finance, insurance, real estate, rental and leasing",1998,14.7
Saskatchewan,47,"Finance, insurance, real estate, rental and leasing",1999,15.13
Saskatchewan,47,"Finance, insurance, real estate, rental and leasing",2000,16.05
Saskatchewan,47,"Finance, insurance, real estate, rental and leasing",2001,16.92
Saskatchewan,47,"Finance, insurance, real estate, rental and leasing",2002,17.79
Saskatchewan,47,"Finance, insurance, real estate, rental and leasing",2003,17.88
Saskatchewan,47,"Finance, insurance, real estate, rental and leasing",2004,18.07
Saskatchewan,47,"Finance, insurance, real estate, rental and leasing",2005,18.54
Saskatchewan,47,"Finance, insurance, real estate, rental and leasing",2006,18.76
Saskatchewan,47,"Finance, insurance, real estate, rental and leasing",2007,20.16
Saskatchewan,47,"Finance, insurance, real estate, rental and leasing",2008,20.81
Saskatchewan,47,"Finance, insurance, real estate, rental and leasing",2009,22.27
Saskatchewan,47,"Finance, insurance, real estate, rental and leasing",2010,23.59
Saskatchewan,47,"Finance, insurance, real estate, rental and leasing",2011,24.33
Saskatchewan,47,"Finance, insurance, real estate, rental and leasing",2012,26.2
Saskatchewan,47,"Finance, insurance, real estate, rental and leasing",2013,26.49
Saskatchewan,47,"Finance, insurance, real estate, rental and leasing",2014,27.34
Saskatchewan,47,"Finance, insurance, real estate, rental and leasing",2015,27.88
Saskatchewan,47,"Professional, scientific and technical services",1997,14.77
Saskatchewan,47,"Professional, scientific and technical services",1998,14.19
Saskatchewan,47,"Professional, scientific and technical services",1999,16.5
Saskatchewan,47,"Professional, scientific and technical services",2000,17.18
Saskatchewan,47,"Professional, scientific and technical services",2001,17.88
Saskatchewan,47,"Professional, scientific and technical services",2002,18.56
Saskatchewan,47,"Professional, scientific and technical services",2003,18.19
Saskatchewan,47,"Professional, scientific and technical services",2004,18.39
Saskatchewan,47,"Professional, scientific and technical services",2005,19.62
Saskatchewan,47,"Professional, scientific and technical services",2006,20.58
Saskatchewan,47,"Professional, scientific and technical services",2007,22.35
Saskatchewan,47,"Professional, scientific and technical services",2008,23.29
Saskatchewan,47,"Professional, scientific and technical services",2009,24.62
Saskatchewan,47,"Professional, scientific and technical services",2010,25.67
Saskatchewan,47,"Professional, scientific and technical services",2011,26.22
Saskatchewan,47,"Professional, scientific and technical services",2012,27.67
Saskatchewan,47,"Professional, scientific and technical services",2013,28.82
Saskatchewan,47,"Professional, scientific and technical services",2014,28.71
Saskatchewan,47,"Professional, scientific and technical services",2015,32.31
Saskatchewan,47,"Business, building and other support services 8",1997,9.26
Saskatchewan,47,"Business, building and other support services 8",1998,9.66
Saskatchewan,47,"Business, building and other support services 8",1999,10.2
Saskatchewan,47,"Business, building and other support services 8",2000,10.32
Saskatchewan,47,"Business, building and other support services 8",2001,10.29
Saskatchewan,47,"Business, building and other support services 8",2002,11.35
Saskatchewan,47,"Business, building and other support services 8",2003,11.63
Saskatchewan,47,"Business, building and other support services 8",2004,11.98
Saskatchewan,47,"Business, building and other support services 8",2005,12.4
Saskatchewan,47,"Business, building and other support services 8",2006,12.41
Saskatchewan,47,"Business, building and other support services 8",2007,13.61
Saskatchewan,47,"Business, building and other support services 8",2008,14.3
Saskatchewan,47,"Business, building and other support services 8",2009,16.19
Saskatchewan,47,"Business, building and other support services 8",2010,16.13
Saskatchewan,47,"Business, building and other support services 8",2011,16.22
Saskatchewan,47,"Business, building and other support services 8",2012,18.32
Saskatchewan,47,"Business, building and other support services 8",2013,19.05
Saskatchewan,47,"Business, building and other support services 8",2014,19.4
Saskatchewan,47,"Business, building and other support services 8",2015,18.72
Saskatchewan,47,Educational services,1997,17.64
Saskatchewan,47,Educational services,1998,17.28
Saskatchewan,47,Educational services,1999,18.24
Saskatchewan,47,Educational services,2000,18.67
Saskatchewan,47,Educational services,2001,19.45
Saskatchewan,47,Educational services,2002,19.99
Saskatchewan,47,Educational services,2003,20.57
Saskatchewan,47,Educational services,2004,21.53
Saskatchewan,47,Educational services,2005,21.79
Saskatchewan,47,Educational services,2006,22.59
Saskatchewan,47,Educational services,2007,23.79
Saskatchewan,47,Educational services,2008,25.19
Saskatchewan,47,Educational services,2009,25.45
Saskatchewan,47,Educational services,2010,27.28
Saskatchewan,47,Educational services,2011,27.65
Saskatchewan,47,Educational services,2012,29.17
Saskatchewan,47,Educational services,2013,29.7
Saskatchewan,47,Educational services,2014,29.74
Saskatchewan,47,Educational services,2015,30.48
Saskatchewan,47,Health care and social assistance,1997,14.25
Saskatchewan,47,Health care and social assistance,1998,14.79
Saskatchewan,47,Health care and social assistance,1999,14.69
Saskatchewan,47,Health care and social assistance,2000,15.3
Saskatchewan,47,Health care and social assistance,2001,16.27
Saskatchewan,47,Health care and social assistance,2002,16.53
Saskatchewan,47,Health care and social assistance,2003,17.83
Saskatchewan,47,Health care and social assistance,2004,18.53
Saskatchewan,47,Health care and social assistance,2005,19.44
Saskatchewan,47,Health care and social assistance,2006,20.05
Saskatchewan,47,Health care and social assistance,2007,20.95
Saskatchewan,47,Health care and social assistance,2008,22.05
Saskatchewan,47,Health care and social assistance,2009,23.34
Saskatchewan,47,Health care and social assistance,2010,24.27
Saskatchewan,47,Health care and social assistance,2011,25.25
Saskatchewan,47,Health care and social assistance,2012,25.55
Saskatchewan,47,Health care and social assistance,2013,26.62
Saskatchewan,47,Health care and social assistance,2014,26.73
Saskatchewan,47,Health care and social assistance,2015,27.37
Saskatchewan,47,"Information, culture and recreation",1997,13.46
Saskatchewan,47,"Information, culture and recreation",1998,13.86
Saskatchewan,47,"Information, culture and recreation",1999,14.04
Saskatchewan,47,"Information, culture and recreation",2000,13.71
Saskatchewan,47,"Information, culture and recreation",2001,15.32
Saskatchewan,47,"Information, culture and recreation",2002,15.96
Saskatchewan,47,"Information, culture and recreation",2003,16.8
Saskatchewan,47,"Information, culture and recreation",2004,17.53
Saskatchewan,47,"Information, culture and recreation",2005,16.98
Saskatchewan,47,"Information, culture and recreation",2006,18.17
Saskatchewan,47,"Information, culture and recreation",2007,17.79
Saskatchewan,47,"Information, culture and recreation",2008,20.3
Saskatchewan,47,"Information, culture and recreation",2009,20.8
Saskatchewan,47,"Information, culture and recreation",2010,21.28
Saskatchewan,47,"Information, culture and recreation",2011,21.87
Saskatchewan,47,"Information, culture and recreation",2012,22.21
Saskatchewan,47,"Information, culture and recreation",2013,21.57
Saskatchewan,47,"Information, culture and recreation",2014,23.55
Saskatchewan,47,"Information, culture and recreation",2015,24.73
Saskatchewan,47,Accommodation and food services,1997,7.17
Saskatchewan,47,Accommodation and food services,1998,7.18
Saskatchewan,47,Accommodation and food services,1999,7.58
Saskatchewan,47,Accommodation and food services,2000,7.85
Saskatchewan,47,Accommodation and food services,2001,8.23
Saskatchewan,47,Accommodation and food services,2002,8.3
Saskatchewan,47,Accommodation and food services,2003,8.74
Saskatchewan,47,Accommodation and food services,2004,9.13
Saskatchewan,47,Accommodation and food services,2005,9.16
Saskatchewan,47,Accommodation and food services,2006,9.57
Saskatchewan,47,Accommodation and food services,2007,10.36
Saskatchewan,47,Accommodation and food services,2008,11.28
Saskatchewan,47,Accommodation and food services,2009,12.1
Saskatchewan,47,Accommodation and food services,2010,12.5
Saskatchewan,47,Accommodation and food services,2011,12.73
Saskatchewan,47,Accommodation and food services,2012,13.2
Saskatchewan,47,Accommodation and food services,2013,13.36
Saskatchewan,47,Accommodation and food services,2014,13.58
Saskatchewan,47,Accommodation and food services,2015,14.16
Saskatchewan,47,Other services (except public administration),1997,12.15
Saskatchewan,47,Other services (except public administration),1998,12.3
Saskatchewan,47,Other services (except public administration),1999,12.37
Saskatchewan,47,Other services (except public administration),2000,12.53
Saskatchewan,47,Other services (except public administration),2001,13.66
Saskatchewan,47,Other services (except public administration),2002,13.67
Saskatchewan,47,Other services (except public administration),2003,13.97
Saskatchewan,47,Other services (except public administration),2004,14.15
Saskatchewan,47,Other services (except public administration),2005,14.69
Saskatchewan,47,Other services (except public administration),2006,15.7
Saskatchewan,47,Other services (except public administration),2007,16.03
Saskatchewan,47,Other services (except public administration),2008,17.62
Saskatchewan,47,Other services (except public administration),2009,18.76
Saskatchewan,47,Other services (except public administration),2010,18.81
Saskatchewan,47,Other services (except public administration),2011,19.96
Saskatchewan,47,Other services (except public administration),2012,20.8
Saskatchewan,47,Other services (except public administration),2013,20.97
Saskatchewan,47,Other services (except public administration),2014,22.02
Saskatchewan,47,Other services (except public administration),2015,22.64
Saskatchewan,47,Public administration,1997,17.09
Saskatchewan,47,Public administration,1998,17.15
Saskatchewan,47,Public administration,1999,18.48
Saskatchewan,47,Public administration,2000,19.71
Saskatchewan,47,Public administration,2001,19.75
Saskatchewan,47,Public administration,2002,21.18
Saskatchewan,47,Public administration,2003,22
Saskatchewan,47,Public administration,2004,22.48
Saskatchewan,47,Public administration,2005,22.75
Saskatchewan,47,Public administration,2006,24.64
Saskatchewan,47,Public administration,2007,25.29
Saskatchewan,47,Public administration,2008,26.05
Saskatchewan,47,Public administration,2009,27.53
Saskatchewan,47,Public administration,2010,28.85
Saskatchewan,47,Public administration,2011,28.24
Saskatchewan,47,Public administration,2012,29.51
Saskatchewan,47,Public administration,2013,30.33
Saskatchewan,47,Public administration,2014,32.16
Saskatchewan,47,Public administration,2015,32.16
Alberta,48,Agriculture 5,1997,10.25
Alberta,48,Agriculture 5,1998,9.58
Alberta,48,Agriculture 5,1999,9.67
Alberta,48,Agriculture 5,2000,11.11
Alberta,48,Agriculture 5,2001,11.64
Alberta,48,Agriculture 5,2002,12.59
Alberta,48,Agriculture 5,2003,13.53
Alberta,48,Agriculture 5,2004,12.63
Alberta,48,Agriculture 5,2005,13.56
Alberta,48,Agriculture 5,2006,15.06
Alberta,48,Agriculture 5,2007,14.75
Alberta,48,Agriculture 5,2008,16.31
Alberta,48,Agriculture 5,2009,17.09
Alberta,48,Agriculture 5,2010,17.75
Alberta,48,Agriculture 5,2011,17.23
Alberta,48,Agriculture 5,2012,18.11
Alberta,48,Agriculture 5,2013,16.14
Alberta,48,Agriculture 5,2014,17.49
Alberta,48,Agriculture 5,2015,19.39
Alberta,48,"Forestry, fishing, mining, quarrying, oil and gas 6 7",1997,20.16
Alberta,48,"Forestry, fishing, mining, quarrying, oil and gas 6 7",1998,21.04
Alberta,48,"Forestry, fishing, mining, quarrying, oil and gas 6 7",1999,22.67
Alberta,48,"Forestry, fishing, mining, quarrying, oil and gas 6 7",2000,22.24
Alberta,48,"Forestry, fishing, mining, quarrying, oil and gas 6 7",2001,23.07
Alberta,48,"Forestry, fishing, mining, quarrying, oil and gas 6 7",2002,26.37
Alberta,48,"Forestry, fishing, mining, quarrying, oil and gas 6 7",2003,25.02
Alberta,48,"Forestry, fishing, mining, quarrying, oil and gas 6 7",2004,25.88
Alberta,48,"Forestry, fishing, mining, quarrying, oil and gas 6 7",2005,27.39
Alberta,48,"Forestry, fishing, mining, quarrying, oil and gas 6 7",2006,28.71
Alberta,48,"Forestry, fishing, mining, quarrying, oil and gas 6 7",2007,30.16
Alberta,48,"Forestry, fishing, mining, quarrying, oil and gas 6 7",2008,31.99
Alberta,48,"Forestry, fishing, mining, quarrying, oil and gas 6 7",2009,34.04
Alberta,48,"Forestry, fishing, mining, quarrying, oil and gas 6 7",2010,35.19
Alberta,48,"Forestry, fishing, mining, quarrying, oil and gas 6 7",2011,35.68
Alberta,48,"Forestry, fishing, mining, quarrying, oil and gas 6 7",2012,38.32
Alberta,48,"Forestry, fishing, mining, quarrying, oil and gas 6 7",2013,39.56
Alberta,48,"Forestry, fishing, mining, quarrying, oil and gas 6 7",2014,39.56
Alberta,48,"Forestry, fishing, mining, quarrying, oil and gas 6 7",2015,40.68
Alberta,48,Construction,1997,15.07
Alberta,48,Construction,1998,16.14
Alberta,48,Construction,1999,16.56
Alberta,48,Construction,2000,17.29
Alberta,48,Construction,2001,18.59
Alberta,48,Construction,2002,18.98
Alberta,48,Construction,2003,19.4
Alberta,48,Construction,2004,20.14
Alberta,48,Construction,2005,20.93
Alberta,48,Construction,2006,22.37
Alberta,48,Construction,2007,23.97
Alberta,48,Construction,2008,25.49
Alberta,48,Construction,2009,27.15
Alberta,48,Construction,2010,27.43
Alberta,48,Construction,2011,28.48
Alberta,48,Construction,2012,29.91
Alberta,48,Construction,2013,29.81
Alberta,48,Construction,2014,30.64
Alberta,48,Construction,2015,32.05
Alberta,48,Manufacturing,1997,15.71
Alberta,48,Manufacturing,1998,16.38
Alberta,48,Manufacturing,1999,17.44
Alberta,48,Manufacturing,2000,17.46
Alberta,48,Manufacturing,2001,17.89
Alberta,48,Manufacturing,2002,19.56
Alberta,48,Manufacturing,2003,19.02
Alberta,48,Manufacturing,2004,19.48
Alberta,48,Manufacturing,2005,21.18
Alberta,48,Manufacturing,2006,22.28
Alberta,48,Manufacturing,2007,23.17
Alberta,48,Manufacturing,2008,24.29
Alberta,48,Manufacturing,2009,25.58
Alberta,48,Manufacturing,2010,25.61
Alberta,48,Manufacturing,2011,25.58
Alberta,48,Manufacturing,2012,26.83
Alberta,48,Manufacturing,2013,28.08
Alberta,48,Manufacturing,2014,28.77
Alberta,48,Manufacturing,2015,29.27
Alberta,48,Wholesale and retail trade,1997,11.7
Alberta,48,Wholesale and retail trade,1998,11.8
Alberta,48,Wholesale and retail trade,1999,12.49
Alberta,48,Wholesale and retail trade,2000,13.06
Alberta,48,Wholesale and retail trade,2001,13.79
Alberta,48,Wholesale and retail trade,2002,13.85
Alberta,48,Wholesale and retail trade,2003,14.32
Alberta,48,Wholesale and retail trade,2004,14.63
Alberta,48,Wholesale and retail trade,2005,15.12
Alberta,48,Wholesale and retail trade,2006,16.05
Alberta,48,Wholesale and retail trade,2007,17.51
Alberta,48,Wholesale and retail trade,2008,18.3
Alberta,48,Wholesale and retail trade,2009,18.36
Alberta,48,Wholesale and retail trade,2010,18.82
Alberta,48,Wholesale and retail trade,2011,19.51
Alberta,48,Wholesale and retail trade,2012,19.87
Alberta,48,Wholesale and retail trade,2013,20.69
Alberta,48,Wholesale and retail trade,2014,21.15
Alberta,48,Wholesale and retail trade,2015,22.18
Alberta,48,Transportation and warehousing,1997,16.08
Alberta,48,Transportation and warehousing,1998,16.06
Alberta,48,Transportation and warehousing,1999,16.54
Alberta,48,Transportation and warehousing,2000,18.68
Alberta,48,Transportation and warehousing,2001,17.91
Alberta,48,Transportation and warehousing,2002,18.52
Alberta,48,Transportation and warehousing,2003,19.4
Alberta,48,Transportation and warehousing,2004,19.51
Alberta,48,Transportation and warehousing,2005,19.88
Alberta,48,Transportation and warehousing,2006,21.58
Alberta,48,Transportation and warehousing,2007,22.85
Alberta,48,Transportation and warehousing,2008,23.69
Alberta,48,Transportation and warehousing,2009,25.85
Alberta,48,Transportation and warehousing,2010,25.39
Alberta,48,Transportation and warehousing,2011,25.58
Alberta,48,Transportation and warehousing,2012,27.51
Alberta,48,Transportation and warehousing,2013,29.32
Alberta,48,Transportation and warehousing,2014,28.46
Alberta,48,Transportation and warehousing,2015,29.26
Alberta,48,"Finance, insurance, real estate, rental and leasing",1997,15.47
Alberta,48,"Finance, insurance, real estate, rental and leasing",1998,15.08
Alberta,48,"Finance, insurance, real estate, rental and leasing",1999,16.08
Alberta,48,"Finance, insurance, real estate, rental and leasing",2000,15.84
Alberta,48,"Finance, insurance, real estate, rental and leasing",2001,17.7
Alberta,48,"Finance, insurance, real estate, rental and leasing",2002,17.61
Alberta,48,"Finance, insurance, real estate, rental and leasing",2003,18.05
Alberta,48,"Finance, insurance, real estate, rental and leasing",2004,18.36
Alberta,48,"Finance, insurance, real estate, rental and leasing",2005,19.22
Alberta,48,"Finance, insurance, real estate, rental and leasing",2006,21
Alberta,48,"Finance, insurance, real estate, rental and leasing",2007,21.88
Alberta,48,"Finance, insurance, real estate, rental and leasing",2008,24.55
Alberta,48,"Finance, insurance, real estate, rental and leasing",2009,24.03
Alberta,48,"Finance, insurance, real estate, rental and leasing",2010,23.83
Alberta,48,"Finance, insurance, real estate, rental and leasing",2011,24.09
